[2023-08-02 11:11:51,992] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /INVGantt/INVGantt-searchByProject/ HTTP/1.1" 200 59523
[2023-08-02 11:12:35,151] [log.py:228] [log:log_response] [WARNING]- Not Found: /media/img/test/348621_LL.png
[2023-08-02 11:12:35,152] [basehttp.py:154] [basehttp:log_message] [WARNING]- "GET /media/img/test/348621_LL.png HTTP/1.1" 404 1791
[2023-08-02 11:19:07,081] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /INVGantt/INVGantt-searchByProject/ HTTP/1.1" 200 59848
[2023-08-02 11:19:07,791] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /favicon.ico HTTP/1.1" 200 23410
[2023-08-02 11:19:07,806] [UserIP.py:90] [UserIP:process_response] [INFO]- 2023-08-02 11:19:07 C1010S3>Edwin None>LAPTOP-EJP4HNEV>543 127.0.0.1 127.0.0.1 /INVGantt/INVGantt-searchByProject/ POST
[2023-08-02 11:19:07,815] [basehttp.py:154] [basehttp:log_message] [INFO]- "POST /INVGantt/INVGantt-searchByProject/ HTTP/1.1" 200 25812
[2023-08-02 11:19:11,767] [basehttp.py:154] [basehttp:log_message] [WARNING]- "GET /static/css/bootstrap.min.css.map HTTP/1.1" 404 1800
[2023-08-02 11:19:11,770] [basehttp.py:154] [basehttp:log_message] [WARNING]- "GET /static/js/lib/bootstrap.min.js.map HTTP/1.1" 404 1806
[2023-08-02 11:19:11,774] [basehttp.py:154] [basehttp:log_message] [WARNING]- "GET /static/js/axios.min.map HTTP/1.1" 404 1773
[2023-08-02 11:19:11,777] [basehttp.py:154] [basehttp:log_message] [WARNING]- "GET /static/js/xlsx/FileSaver.min.js.map HTTP/1.1" 404 1809
[2023-08-02 11:19:30,031] [UserIP.py:90] [UserIP:process_response] [INFO]- 2023-08-02 11:19:30 C1010S3>Edwin None>LAPTOP-EJP4HNEV>543 127.0.0.1 127.0.0.1 /INVGantt/INVGantt-searchByProject/ POST
[2023-08-02 11:19:30,043] [basehttp.py:154] [basehttp:log_message] [INFO]- "POST /INVGantt/INVGantt-searchByProject/ HTTP/1.1" 200 26298
[2023-08-02 11:35:25,951] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /INVGantt/INVGantt-searchByProject/ HTTP/1.1" 200 59869
[2023-08-02 11:35:26,071] [basehttp.py:154] [basehttp:log_message] [WARNING]- "GET /static/css/bootstrap.min.css.map HTTP/1.1" 404 1800
[2023-08-02 11:35:26,076] [basehttp.py:154] [basehttp:log_message] [WARNING]- "GET /static/js/lib/bootstrap.min.js.map HTTP/1.1" 404 1806
[2023-08-02 11:35:26,437] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /favicon.ico HTTP/1.1" 200 23410
[2023-08-02 11:35:26,452] [UserIP.py:90] [UserIP:process_response] [INFO]- 2023-08-02 11:35:26 C1010S3>Edwin None>LAPTOP-EJP4HNEV>543 127.0.0.1 127.0.0.1 /INVGantt/INVGantt-searchByProject/ POST
[2023-08-02 11:35:26,460] [basehttp.py:154] [basehttp:log_message] [INFO]- "POST /INVGantt/INVGantt-searchByProject/ HTTP/1.1" 200 25812
[2023-08-02 11:35:30,488] [basehttp.py:154] [basehttp:log_message] [WARNING]- "GET /static/js/xlsx/FileSaver.min.js.map HTTP/1.1" 404 1809
[2023-08-02 11:35:30,489] [basehttp.py:154] [basehttp:log_message] [WARNING]- "GET /static/js/axios.min.map HTTP/1.1" 404 1773
[2023-08-02 11:35:36,558] [UserIP.py:90] [UserIP:process_response] [INFO]- 2023-08-02 11:35:36 C1010S3>Edwin None>LAPTOP-EJP4HNEV>543 127.0.0.1 127.0.0.1 /INVGantt/INVGantt-searchByProject/ POST
[2023-08-02 11:35:36,571] [basehttp.py:154] [basehttp:log_message] [INFO]- "POST /INVGantt/INVGantt-searchByProject/ HTTP/1.1" 200 26298
[2023-08-02 11:35:59,215] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /INVGantt/INVGantt-searchByProject/ HTTP/1.1" 200 59821
[2023-08-02 11:36:01,267] [UserIP.py:90] [UserIP:process_response] [INFO]- 2023-08-02 11:36:01 C1010S3>Edwin None>LAPTOP-EJP4HNEV>543 127.0.0.1 127.0.0.1 /INVGantt/INVGantt-searchByProject/ POST
[2023-08-02 11:36:01,276] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /favicon.ico HTTP/1.1" 200 23410
[2023-08-02 11:36:01,282] [basehttp.py:154] [basehttp:log_message] [INFO]- "POST /INVGantt/INVGantt-searchByProject/ HTTP/1.1" 200 25812
[2023-08-02 11:36:06,345] [basehttp.py:154] [basehttp:log_message] [WARNING]- "GET /static/css/bootstrap.min.css.map HTTP/1.1" 404 1800
[2023-08-02 11:36:06,352] [basehttp.py:154] [basehttp:log_message] [WARNING]- "GET /static/js/lib/bootstrap.min.js.map HTTP/1.1" 404 1806
[2023-08-02 11:36:06,361] [basehttp.py:154] [basehttp:log_message] [WARNING]- "GET /static/js/axios.min.map HTTP/1.1" 404 1773
[2023-08-02 11:36:06,367] [basehttp.py:154] [basehttp:log_message] [WARNING]- "GET /static/js/xlsx/FileSaver.min.js.map HTTP/1.1" 404 1809
[2023-08-02 11:36:10,992] [UserIP.py:90] [UserIP:process_response] [INFO]- 2023-08-02 11:36:10 C1010S3>Edwin None>LAPTOP-EJP4HNEV>543 127.0.0.1 127.0.0.1 /INVGantt/INVGantt-searchByProject/ POST
[2023-08-02 11:36:11,005] [basehttp.py:154] [basehttp:log_message] [INFO]- "POST /INVGantt/INVGantt-searchByProject/ HTTP/1.1" 200 26298
[2023-08-02 11:36:29,201] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /INVGantt/INVGantt-searchByProject/ HTTP/1.1" 200 59818
[2023-08-02 11:36:30,874] [UserIP.py:90] [UserIP:process_response] [INFO]- 2023-08-02 11:36:30 C1010S3>Edwin None>LAPTOP-EJP4HNEV>543 127.0.0.1 127.0.0.1 /INVGantt/INVGantt-searchByProject/ POST
[2023-08-02 11:36:30,887] [basehttp.py:154] [basehttp:log_message] [INFO]- "POST /INVGantt/INVGantt-searchByProject/ HTTP/1.1" 200 25812
[2023-08-02 11:36:30,895] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /favicon.ico HTTP/1.1" 200 23410
[2023-08-02 11:36:36,661] [basehttp.py:154] [basehttp:log_message] [WARNING]- "GET /static/css/bootstrap.min.css.map HTTP/1.1" 404 1800
[2023-08-02 11:36:36,674] [basehttp.py:154] [basehttp:log_message] [WARNING]- "GET /static/js/lib/bootstrap.min.js.map HTTP/1.1" 404 1806
[2023-08-02 11:36:36,684] [basehttp.py:154] [basehttp:log_message] [WARNING]- "GET /static/js/axios.min.map HTTP/1.1" 404 1773
[2023-08-02 11:36:36,692] [basehttp.py:154] [basehttp:log_message] [WARNING]- "GET /static/js/xlsx/FileSaver.min.js.map HTTP/1.1" 404 1809
[2023-08-02 11:36:40,321] [UserIP.py:90] [UserIP:process_response] [INFO]- 2023-08-02 11:36:40 C1010S3>Edwin None>LAPTOP-EJP4HNEV>543 127.0.0.1 127.0.0.1 /INVGantt/INVGantt-searchByProject/ POST
[2023-08-02 11:36:40,333] [basehttp.py:154] [basehttp:log_message] [INFO]- "POST /INVGantt/INVGantt-searchByProject/ HTTP/1.1" 200 26298
[2023-08-02 11:49:16,466] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /INVGantt/INVGantt-searchByProject/ HTTP/1.1" 200 59967
[2023-08-02 11:49:16,987] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /favicon.ico HTTP/1.1" 200 23410
[2023-08-02 11:49:17,033] [UserIP.py:90] [UserIP:process_response] [INFO]- 2023-08-02 11:49:17 C1010S3>Edwin None>LAPTOP-EJP4HNEV>543 127.0.0.1 127.0.0.1 /INVGantt/INVGantt-searchByProject/ POST
[2023-08-02 11:49:17,044] [basehttp.py:154] [basehttp:log_message] [INFO]- "POST /INVGantt/INVGantt-searchByProject/ HTTP/1.1" 200 25812
[2023-08-02 11:49:21,375] [basehttp.py:154] [basehttp:log_message] [WARNING]- "GET /static/css/bootstrap.min.css.map HTTP/1.1" 404 1800
[2023-08-02 11:49:21,383] [basehttp.py:154] [basehttp:log_message] [WARNING]- "GET /static/js/lib/bootstrap.min.js.map HTTP/1.1" 404 1806
[2023-08-02 11:49:21,398] [basehttp.py:154] [basehttp:log_message] [WARNING]- "GET /static/js/axios.min.map HTTP/1.1" 404 1773
[2023-08-02 11:49:21,403] [basehttp.py:154] [basehttp:log_message] [WARNING]- "GET /static/js/xlsx/FileSaver.min.js.map HTTP/1.1" 404 1809
[2023-08-02 11:49:30,388] [UserIP.py:90] [UserIP:process_response] [INFO]- 2023-08-02 11:49:30 C1010S3>Edwin None>LAPTOP-EJP4HNEV>543 127.0.0.1 127.0.0.1 /INVGantt/INVGantt-searchByProject/ POST
[2023-08-02 11:49:30,401] [basehttp.py:154] [basehttp:log_message] [INFO]- "POST /INVGantt/INVGantt-searchByProject/ HTTP/1.1" 200 26298
[2023-08-02 11:50:50,403] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /INVGantt/INVGantt-searchByProject/ HTTP/1.1" 200 59946
[2023-08-02 11:50:51,844] [UserIP.py:90] [UserIP:process_response] [INFO]- 2023-08-02 11:50:51 C1010S3>Edwin None>LAPTOP-EJP4HNEV>543 127.0.0.1 127.0.0.1 /INVGantt/INVGantt-searchByProject/ POST
[2023-08-02 11:50:51,865] [basehttp.py:154] [basehttp:log_message] [INFO]- "POST /INVGantt/INVGantt-searchByProject/ HTTP/1.1" 200 25812
[2023-08-02 11:50:51,873] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /favicon.ico HTTP/1.1" 200 23410
[2023-08-02 11:50:56,344] [basehttp.py:154] [basehttp:log_message] [WARNING]- "GET /static/css/bootstrap.min.css.map HTTP/1.1" 404 1800
[2023-08-02 11:50:56,349] [basehttp.py:154] [basehttp:log_message] [WARNING]- "GET /static/js/lib/bootstrap.min.js.map HTTP/1.1" 404 1806
[2023-08-02 11:50:56,368] [basehttp.py:154] [basehttp:log_message] [WARNING]- "GET /static/js/axios.min.map HTTP/1.1" 404 1773
[2023-08-02 11:50:56,370] [basehttp.py:154] [basehttp:log_message] [WARNING]- "GET /static/js/xlsx/FileSaver.min.js.map HTTP/1.1" 404 1809
[2023-08-02 11:51:01,117] [UserIP.py:90] [UserIP:process_response] [INFO]- 2023-08-02 11:51:01 C1010S3>Edwin None>LAPTOP-EJP4HNEV>543 127.0.0.1 127.0.0.1 /INVGantt/INVGantt-searchByProject/ POST
[2023-08-02 11:51:01,131] [basehttp.py:154] [basehttp:log_message] [INFO]- "POST /INVGantt/INVGantt-searchByProject/ HTTP/1.1" 200 26298
[2023-08-02 11:51:13,150] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /INVGantt/INVGantt-searchByProject/ HTTP/1.1" 200 59862
[2023-08-02 11:51:13,233] [basehttp.py:154] [basehttp:log_message] [WARNING]- "GET /static/css/bootstrap.min.css.map HTTP/1.1" 404 1800
[2023-08-02 11:51:13,244] [basehttp.py:154] [basehttp:log_message] [WARNING]- "GET /static/js/lib/bootstrap.min.js.map HTTP/1.1" 404 1806
[2023-08-02 11:51:13,302] [basehttp.py:154] [basehttp:log_message] [WARNING]- "GET /static/js/axios.min.map HTTP/1.1" 404 1773
[2023-08-02 11:51:13,302] [basehttp.py:154] [basehttp:log_message] [WARNING]- "GET /static/js/xlsx/FileSaver.min.js.map HTTP/1.1" 404 1809
[2023-08-02 11:51:13,483] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /favicon.ico HTTP/1.1" 200 23410
[2023-08-02 11:51:13,486] [UserIP.py:90] [UserIP:process_response] [INFO]- 2023-08-02 11:51:13 C1010S3>Edwin None>LAPTOP-EJP4HNEV>543 127.0.0.1 127.0.0.1 /INVGantt/INVGantt-searchByProject/ POST
[2023-08-02 11:51:13,495] [basehttp.py:154] [basehttp:log_message] [INFO]- "POST /INVGantt/INVGantt-searchByProject/ HTTP/1.1" 200 25812
[2023-08-02 11:51:19,858] [UserIP.py:90] [UserIP:process_response] [INFO]- 2023-08-02 11:51:19 C1010S3>Edwin None>LAPTOP-EJP4HNEV>543 127.0.0.1 127.0.0.1 /INVGantt/INVGantt-searchByProject/ POST
[2023-08-02 11:51:19,869] [basehttp.py:154] [basehttp:log_message] [INFO]- "POST /INVGantt/INVGantt-searchByProject/ HTTP/1.1" 200 26298
[2023-08-02 11:59:20,231] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /INVGantt/INVGantt-searchByProject/ HTTP/1.1" 200 59850
[2023-08-02 11:59:20,709] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /favicon.ico HTTP/1.1" 200 23410
[2023-08-02 11:59:20,748] [UserIP.py:90] [UserIP:process_response] [INFO]- 2023-08-02 11:59:20 C1010S3>Edwin None>LAPTOP-EJP4HNEV>543 127.0.0.1 127.0.0.1 /INVGantt/INVGantt-searchByProject/ POST
[2023-08-02 11:59:20,760] [basehttp.py:154] [basehttp:log_message] [INFO]- "POST /INVGantt/INVGantt-searchByProject/ HTTP/1.1" 200 25812
[2023-08-02 11:59:26,012] [basehttp.py:154] [basehttp:log_message] [WARNING]- "GET /static/css/bootstrap.min.css.map HTTP/1.1" 404 1800
[2023-08-02 11:59:26,013] [basehttp.py:154] [basehttp:log_message] [WARNING]- "GET /static/js/lib/bootstrap.min.js.map HTTP/1.1" 404 1806
[2023-08-02 11:59:26,031] [basehttp.py:154] [basehttp:log_message] [WARNING]- "GET /static/js/axios.min.map HTTP/1.1" 404 1773
[2023-08-02 11:59:26,032] [basehttp.py:154] [basehttp:log_message] [WARNING]- "GET /static/js/xlsx/FileSaver.min.js.map HTTP/1.1" 404 1809
[2023-08-02 11:59:29,290] [UserIP.py:90] [UserIP:process_response] [INFO]- 2023-08-02 11:59:29 C1010S3>Edwin None>LAPTOP-EJP4HNEV>543 127.0.0.1 127.0.0.1 /INVGantt/INVGantt-searchByProject/ POST
[2023-08-02 11:59:29,316] [basehttp.py:154] [basehttp:log_message] [INFO]- "POST /INVGantt/INVGantt-searchByProject/ HTTP/1.1" 200 26298
[2023-08-02 12:05:57,201] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /INVGantt/INVGantt-searchByProject/ HTTP/1.1" 200 59859
[2023-08-02 12:05:59,228] [UserIP.py:90] [UserIP:process_response] [INFO]- 2023-08-02 12:05:59 C1010S3>Edwin None>LAPTOP-EJP4HNEV>543 127.0.0.1 127.0.0.1 /INVGantt/INVGantt-searchByProject/ POST
[2023-08-02 12:05:59,249] [basehttp.py:154] [basehttp:log_message] [INFO]- "POST /INVGantt/INVGantt-searchByProject/ HTTP/1.1" 200 25812
[2023-08-02 12:05:59,260] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /favicon.ico HTTP/1.1" 200 23410
[2023-08-02 12:06:07,199] [basehttp.py:154] [basehttp:log_message] [WARNING]- "GET /static/css/bootstrap.min.css.map HTTP/1.1" 404 1800
[2023-08-02 12:06:07,213] [basehttp.py:154] [basehttp:log_message] [WARNING]- "GET /static/js/lib/bootstrap.min.js.map HTTP/1.1" 404 1806
[2023-08-02 12:06:07,237] [basehttp.py:154] [basehttp:log_message] [WARNING]- "GET /static/js/axios.min.map HTTP/1.1" 404 1773
[2023-08-02 12:06:07,238] [basehttp.py:154] [basehttp:log_message] [WARNING]- "GET /static/js/xlsx/FileSaver.min.js.map HTTP/1.1" 404 1809
[2023-08-02 12:06:07,602] [UserIP.py:90] [UserIP:process_response] [INFO]- 2023-08-02 12:06:07 C1010S3>Edwin None>LAPTOP-EJP4HNEV>543 127.0.0.1 127.0.0.1 /INVGantt/INVGantt-searchByProject/ POST
[2023-08-02 12:06:07,618] [basehttp.py:154] [basehttp:log_message] [INFO]- "POST /INVGantt/INVGantt-searchByProject/ HTTP/1.1" 200 26418
[2023-08-02 12:07:40,105] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /INVGantt/INVGantt-searchByProject/ HTTP/1.1" 200 59865
[2023-08-02 12:07:41,713] [UserIP.py:90] [UserIP:process_response] [INFO]- 2023-08-02 12:07:41 C1010S3>Edwin None>LAPTOP-EJP4HNEV>543 127.0.0.1 127.0.0.1 /INVGantt/INVGantt-searchByProject/ POST
[2023-08-02 12:07:41,718] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /favicon.ico HTTP/1.1" 200 23410
[2023-08-02 12:07:41,724] [basehttp.py:154] [basehttp:log_message] [INFO]- "POST /INVGantt/INVGantt-searchByProject/ HTTP/1.1" 200 25812
[2023-08-02 12:07:50,094] [basehttp.py:154] [basehttp:log_message] [WARNING]- "GET /static/css/bootstrap.min.css.map HTTP/1.1" 404 1800
[2023-08-02 12:07:50,101] [basehttp.py:154] [basehttp:log_message] [WARNING]- "GET /static/js/lib/bootstrap.min.js.map HTTP/1.1" 404 1806
[2023-08-02 12:07:50,111] [basehttp.py:154] [basehttp:log_message] [WARNING]- "GET /static/js/axios.min.map HTTP/1.1" 404 1773
[2023-08-02 12:07:50,115] [basehttp.py:154] [basehttp:log_message] [WARNING]- "GET /static/js/xlsx/FileSaver.min.js.map HTTP/1.1" 404 1809
[2023-08-02 12:07:50,329] [UserIP.py:90] [UserIP:process_response] [INFO]- 2023-08-02 12:07:50 C1010S3>Edwin None>LAPTOP-EJP4HNEV>543 127.0.0.1 127.0.0.1 /INVGantt/INVGantt-searchByProject/ POST
[2023-08-02 12:07:50,343] [basehttp.py:154] [basehttp:log_message] [INFO]- "POST /INVGantt/INVGantt-searchByProject/ HTTP/1.1" 200 26418
[2023-08-02 12:09:49,269] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /INVGantt/INVGantt-searchByProject/ HTTP/1.1" 200 59955
[2023-08-02 12:09:50,728] [UserIP.py:90] [UserIP:process_response] [INFO]- 2023-08-02 12:09:50 C1010S3>Edwin None>LAPTOP-EJP4HNEV>543 127.0.0.1 127.0.0.1 /INVGantt/INVGantt-searchByProject/ POST
[2023-08-02 12:09:50,735] [basehttp.py:154] [basehttp:log_message] [INFO]- "POST /INVGantt/INVGantt-searchByProject/ HTTP/1.1" 200 25812
[2023-08-02 12:09:50,779] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /favicon.ico HTTP/1.1" 200 23410
[2023-08-02 12:09:59,515] [UserIP.py:90] [UserIP:process_response] [INFO]- 2023-08-02 12:09:59 C1010S3>Edwin None>LAPTOP-EJP4HNEV>543 127.0.0.1 127.0.0.1 /INVGantt/INVGantt-searchByProject/ POST
[2023-08-02 12:09:59,527] [basehttp.py:154] [basehttp:log_message] [INFO]- "POST /INVGantt/INVGantt-searchByProject/ HTTP/1.1" 200 26298
[2023-08-02 12:09:59,557] [basehttp.py:154] [basehttp:log_message] [WARNING]- "GET /static/css/bootstrap.min.css.map HTTP/1.1" 404 1800
[2023-08-02 12:09:59,563] [basehttp.py:154] [basehttp:log_message] [WARNING]- "GET /static/js/lib/bootstrap.min.js.map HTTP/1.1" 404 1806
[2023-08-02 12:09:59,570] [basehttp.py:154] [basehttp:log_message] [WARNING]- "GET /static/js/axios.min.map HTTP/1.1" 404 1773
[2023-08-02 12:09:59,574] [basehttp.py:154] [basehttp:log_message] [WARNING]- "GET /static/js/xlsx/FileSaver.min.js.map HTTP/1.1" 404 1809
[2023-08-02 13:03:30,542] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /INVGantt/INVGantt-searchByProject/ HTTP/1.1" 200 59764
[2023-08-02 13:03:31,040] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /favicon.ico HTTP/1.1" 200 23410
[2023-08-02 13:03:31,108] [UserIP.py:90] [UserIP:process_response] [INFO]- 2023-08-02 13:03:31 C1010S3>Edwin None>LAPTOP-EJP4HNEV>543 127.0.0.1 127.0.0.1 /INVGantt/INVGantt-searchByProject/ POST
[2023-08-02 13:03:31,122] [basehttp.py:154] [basehttp:log_message] [INFO]- "POST /INVGantt/INVGantt-searchByProject/ HTTP/1.1" 200 25812
[2023-08-02 13:03:37,111] [basehttp.py:154] [basehttp:log_message] [WARNING]- "GET /static/css/bootstrap.min.css.map HTTP/1.1" 404 1800
[2023-08-02 13:03:37,120] [basehttp.py:154] [basehttp:log_message] [WARNING]- "GET /static/js/lib/bootstrap.min.js.map HTTP/1.1" 404 1806
[2023-08-02 13:03:37,135] [basehttp.py:154] [basehttp:log_message] [WARNING]- "GET /static/js/axios.min.map HTTP/1.1" 404 1773
[2023-08-02 13:03:37,136] [basehttp.py:154] [basehttp:log_message] [WARNING]- "GET /static/js/xlsx/FileSaver.min.js.map HTTP/1.1" 404 1809
[2023-08-02 13:03:43,177] [UserIP.py:90] [UserIP:process_response] [INFO]- 2023-08-02 13:03:43 C1010S3>Edwin None>LAPTOP-EJP4HNEV>543 127.0.0.1 127.0.0.1 /INVGantt/INVGantt-searchByProject/ POST
[2023-08-02 13:03:43,191] [basehttp.py:154] [basehttp:log_message] [INFO]- "POST /INVGantt/INVGantt-searchByProject/ HTTP/1.1" 200 26298
[2023-08-02 13:05:13,916] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /INVGantt/INVGantt-searchByProject/ HTTP/1.1" 200 59812
[2023-08-02 13:05:14,225] [basehttp.py:154] [basehttp:log_message] [WARNING]- "GET /static/css/bootstrap.min.css.map HTTP/1.1" 404 1800
[2023-08-02 13:05:16,118] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /favicon.ico HTTP/1.1" 200 23410
[2023-08-02 13:05:16,125] [UserIP.py:90] [UserIP:process_response] [INFO]- 2023-08-02 13:05:16 C1010S3>Edwin None>LAPTOP-EJP4HNEV>543 127.0.0.1 127.0.0.1 /INVGantt/INVGantt-searchByProject/ POST
[2023-08-02 13:05:16,132] [basehttp.py:154] [basehttp:log_message] [INFO]- "POST /INVGantt/INVGantt-searchByProject/ HTTP/1.1" 200 25812
