[2022-05-06 15:46:30,876] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /admin/app01/ HTTP/1.1" 302 0
[2022-05-06 15:46:48,855] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /admin/TestPlanSW/testitemsw/add/ HTTP/1.1" 200 16422
[2022-05-06 15:46:48,905] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /admin/jsi18n/ HTTP/1.1" 200 7684
[2022-05-06 15:46:49,062] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /favicon.ico HTTP/1.1" 302 0
[2022-05-06 15:46:49,071] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /login/ HTTP/1.1" 200 4677
[2022-05-06 15:48:14,044] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /admin/TestPlanSW/testitemsw/add/ HTTP/1.1" 200 16422
[2022-05-06 15:48:14,075] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /admin/jsi18n/ HTTP/1.1" 200 7684
[2022-05-06 15:48:14,220] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /favicon.ico HTTP/1.1" 302 0
[2022-05-06 15:48:14,237] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /login/ HTTP/1.1" 200 4677
[2022-05-06 15:48:24,459] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /admin/TestPlanSW/testitemsw/ HTTP/1.1" 200 755518
[2022-05-06 15:48:24,489] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /admin/jsi18n/ HTTP/1.1" 200 7684
[2022-05-06 15:48:25,084] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /favicon.ico HTTP/1.1" 302 0
[2022-05-06 15:48:25,095] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /login/ HTTP/1.1" 200 4677
[2022-05-06 15:48:29,690] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /admin/TestPlanSW/testitemsw/ HTTP/1.1" 200 755518
[2022-05-06 15:48:29,740] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /admin/jsi18n/ HTTP/1.1" 200 7684
[2022-05-06 15:48:30,393] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /favicon.ico HTTP/1.1" 302 0
[2022-05-06 15:48:30,403] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /login/ HTTP/1.1" 200 4677
[2022-05-06 15:48:30,744] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /admin/TestPlanSW/testitemsw/add/ HTTP/1.1" 200 16422
[2022-05-06 15:48:31,096] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /admin/jsi18n/ HTTP/1.1" 200 7684
[2022-05-06 15:48:31,265] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /favicon.ico HTTP/1.1" 302 0
[2022-05-06 15:48:31,274] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /login/ HTTP/1.1" 200 4677
[2022-05-06 15:49:05,106] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /admin/TestPlanSW/testitemsw/ HTTP/1.1" 200 755518
[2022-05-06 15:49:05,136] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /admin/jsi18n/ HTTP/1.1" 200 7684
[2022-05-06 15:49:05,724] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /favicon.ico HTTP/1.1" 302 0
[2022-05-06 15:49:05,733] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /login/ HTTP/1.1" 200 4677
[2022-05-06 15:49:06,615] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /admin/ HTTP/1.1" 200 43947
[2022-05-06 15:49:06,669] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /favicon.ico HTTP/1.1" 302 0
[2022-05-06 15:49:06,700] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /login/ HTTP/1.1" 200 4677
[2022-05-06 15:49:23,259] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /admin/TestPlanME/testitemme/ HTTP/1.1" 200 299652
[2022-05-06 15:49:23,283] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /admin/jsi18n/ HTTP/1.1" 200 7684
[2022-05-06 15:49:23,641] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /favicon.ico HTTP/1.1" 302 0
[2022-05-06 15:49:23,667] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /login/ HTTP/1.1" 200 4677
[2022-05-06 15:49:25,017] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /admin/TestPlanME/testitemme/add/ HTTP/1.1" 200 9382
[2022-05-06 15:49:25,059] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /admin/jsi18n/ HTTP/1.1" 200 7684
[2022-05-06 15:49:25,103] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /favicon.ico HTTP/1.1" 302 0
[2022-05-06 15:49:25,126] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /login/ HTTP/1.1" 200 4677
[2022-05-06 15:49:40,710] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /admin/TestPlanME/testitemme/ HTTP/1.1" 200 299652
[2022-05-06 15:49:41,023] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /favicon.ico HTTP/1.1" 302 0
[2022-05-06 15:49:41,032] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /login/ HTTP/1.1" 200 4677
[2022-05-06 15:51:04,424] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /TestPlanME/TestPlanME-edit/ HTTP/1.1" 302 0
[2022-05-06 15:51:04,460] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /login/ HTTP/1.1" 200 4677
[2022-05-06 15:51:04,652] [basehttp.py:154] [basehttp:log_message] [WARNING]- "GET /static/css/bootstrap.min.css.map HTTP/1.1" 404 1800
[2022-05-06 15:51:04,711] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /static/vendor/bootstrap/js/bootstrap.bundle.min.js.map HTTP/1.1" 200 303386
[2022-05-06 15:51:04,725] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /favicon.ico HTTP/1.1" 302 0
[2022-05-06 15:51:04,759] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /login/ HTTP/1.1" 200 4677
[2022-05-06 15:51:08,808] [UserIP.py:89] [UserIP:process_response] [CRITICAL]- 系统错误
[2022-05-06 15:51:08,829] [basehttp.py:154] [basehttp:log_message] [INFO]- "POST /login/ HTTP/1.1" 302 0
[2022-05-06 15:51:08,979] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /index/ HTTP/1.1" 200 47230
[2022-05-06 15:51:09,414] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /index/ HTTP/1.1" 200 47230
[2022-05-06 15:51:09,565] [basehttp.py:154] [basehttp:log_message] [WARNING]- "GET /static/css/bootstrap.min.css.map HTTP/1.1" 404 1800
[2022-05-06 15:51:09,884] [basehttp.py:154] [basehttp:log_message] [WARNING]- "GET /static/js/lib/bootstrap.min.js.map HTTP/1.1" 404 1806
[2022-05-06 15:51:10,571] [basehttp.py:154] [basehttp:log_message] [WARNING]- "GET /static/js/lib/bootstrap.min.js.map HTTP/1.1" 404 1806
[2022-05-06 15:51:10,580] [basehttp.py:154] [basehttp:log_message] [WARNING]- "GET /static/js/axios.min.map HTTP/1.1" 404 1773
[2022-05-06 15:51:11,037] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /favicon.ico HTTP/1.1" 200 22499
[2022-05-06 15:51:15,414] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /TestPlanME/TestPlanME-summary/ HTTP/1.1" 200 58841
[2022-05-06 15:51:15,649] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /static/download_UPK/element-ui@2.12.0/lib/theme-chalk/fonts/element-icons.woff HTTP/1.1" 200 28200
[2022-05-06 15:51:16,626] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /static/js/echart/echart.js HTTP/1.1" 200 771071
[2022-05-06 15:51:17,462] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /favicon.ico HTTP/1.1" 200 22499
[2022-05-06 15:51:17,716] [UserIP.py:87] [UserIP:process_response] [INFO]- 2022-05-06 15:51:17 C1010S3>Edwin None>LAPTOP-1EJQO0D7>311 127.0.0.1 127.0.0.1 /TestPlanME/TestPlanME-summary/ POST
[2022-05-06 15:51:17,729] [basehttp.py:154] [basehttp:log_message] [INFO]- "POST /TestPlanME/TestPlanME-summary/ HTTP/1.1" 200 7511
[2022-05-06 15:51:37,493] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /TestPlanME/TestPlanME-edit/ HTTP/1.1" 200 68236
[2022-05-06 15:51:37,527] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /static/css/bouncing_edit.css HTTP/1.1" 200 6053
[2022-05-06 15:51:38,222] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /TestPlanME/TestPlanME-edit/?action=get&csrfmiddlewaretoken=0EPDSEnGHVndWgN5Vs1IbfJosm8lyJ14ZhiVHngnF8S8xmrfKrSXIAdZqlflNPmH HTTP/1.1" 200 1071
[2022-05-06 15:51:38,253] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /favicon.ico HTTP/1.1" 200 22499
[2022-05-06 15:55:46,727] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /TestPlanME/TestPlanME-summary/ HTTP/1.1" 200 58841
[2022-05-06 15:55:47,303] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /favicon.ico HTTP/1.1" 200 22499
[2022-05-06 15:55:47,376] [UserIP.py:87] [UserIP:process_response] [INFO]- 2022-05-06 15:55:47 C1010S3>Edwin None>LAPTOP-1EJQO0D7>311 127.0.0.1 127.0.0.1 /TestPlanME/TestPlanME-summary/ POST
[2022-05-06 15:55:47,382] [basehttp.py:154] [basehttp:log_message] [INFO]- "POST /TestPlanME/TestPlanME-summary/ HTTP/1.1" 200 7511
[2022-05-06 15:56:13,225] [UserIP.py:87] [UserIP:process_response] [INFO]- 2022-05-06 15:56:13 C1010S3>Edwin None>LAPTOP-1EJQO0D7>311 127.0.0.1 127.0.0.1 /TestPlanME/TestPlanME-summary/ POST
[2022-05-06 15:56:13,232] [basehttp.py:154] [basehttp:log_message] [INFO]- "POST /TestPlanME/TestPlanME-summary/ HTTP/1.1" 200 4622
[2022-05-06 15:56:20,986] [UserIP.py:87] [UserIP:process_response] [INFO]- 2022-05-06 15:56:20 C1010S3>Edwin None>LAPTOP-1EJQO0D7>311 127.0.0.1 127.0.0.1 /TestPlanME/TestPlanME-summary/ POST
[2022-05-06 15:56:20,991] [basehttp.py:154] [basehttp:log_message] [INFO]- "POST /TestPlanME/TestPlanME-summary/ HTTP/1.1" 200 5141
[2022-05-06 16:17:16,018] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /TestPlanME/TestPlanME-search/ HTTP/1.1" 200 67581
[2022-05-06 16:17:16,563] [UserIP.py:87] [UserIP:process_response] [INFO]- 2022-05-06 16:17:16 C1010S3>Edwin None>LAPTOP-1EJQO0D7>311 127.0.0.1 127.0.0.1 /TestPlanME/TestPlanME-search/ POST
[2022-05-06 16:17:16,565] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /TestPlanME/TestPlanME-search/?action=get HTTP/1.1" 200 1071
[2022-05-06 16:17:16,567] [basehttp.py:154] [basehttp:log_message] [INFO]- "POST /TestPlanME/TestPlanME-search/ HTTP/1.1" 200 1189
[2022-05-06 16:17:16,633] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /favicon.ico HTTP/1.1" 200 22499
[2022-05-06 16:17:21,221] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /TestPlanME/ItemME-upload/ HTTP/1.1" 200 27226
[2022-05-06 16:17:21,257] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /static/src/back/edit_copy_6_48px_539691_easyicon.net.png HTTP/1.1" 200 2737
[2022-05-06 16:17:21,420] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /favicon.ico HTTP/1.1" 200 22499
